Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
custos	NOUN	0	7	20	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
operacionais	ADJ	0	7	21	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
.	PUNCT	0	7	22	0	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
6	['DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	7	6	1	A Amazon Web Services oferece recursos de armazenamento e processamento para empresas . Muitas organizações usam a nuvem para reduzir custos operacionais .
O	DET	0	8	0	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
Ministério	PROPN	0	8	1	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
da	ADP	0	8	2	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
Educação	PROPN	0	8	3	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
divulgou	VERB	0	8	4	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
dados	NOUN	0	8	5	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
sobre	ADP	0	8	6	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
ensino	NOUN	0	8	7	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
a	DET	0	8	8	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
distância	NOUN	0	8	9	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
no	ADP	0	8	10	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
Brasil	PROPN	0	8	11	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
.	PUNCT	0	8	12	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
As	DET	0	8	13	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
informações	NOUN	0	8	14	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
mostram	VERB	0	8	15	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
aumento	NOUN	0	8	16	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
no	ADP	0	8	17	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
uso	NOUN	0	8	18	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
de	ADP	0	8	19	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
plataformas	NOUN	0	8	20	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
digitais	ADJ	0	8	21	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
.	PUNCT	0	8	22	0	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
7	['DET', 'PROPN', 'ADP', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	8	7	1	O Ministério da Educação divulgou dados sobre ensino a distância no Brasil . As informações mostram aumento no uso de plataformas digitais .
A	DET	0	9	0	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
empresa	NOUN	0	9	1	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
Totvs	PROPN	1	9	2	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
desenvolve	VERB	0	9	3	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
sistemas	NOUN	0	9	4	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
de	ADP	0	9	5	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
gestão	NOUN	0	9	6	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
empresarial	ADJ	0	9	7	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
para	ADP	0	9	8	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
diferentes	DET	0	9	9	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
setores	NOUN	0	9	10	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
.	PUNCT	0	9	11	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
Suas	DET	0	9	12	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
soluções	NOUN	0	9	13	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
são	AUX	0	9	14	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
utilizadas	VERB	0	9	15	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
por	ADP	0	9	16	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
organizações	NOUN	0	9	17	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
no	ADP	0	9	18	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
comércio	NOUN	0	9	19	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
e	CCONJ	0	9	20	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
na	ADP	0	9	21	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
indústria	NOUN	0	9	22	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
.	PUNCT	0	9	23	0	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
8	['DET', 'NOUN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	9	8	1	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
A	DET	0	10	0	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
Oracle	PROPN	1	10	1	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
oferece	VERB	0	10	2	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
bancos	NOUN	0	10	3	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
de	ADP	0	10	4	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
dados	NOUN	0	10	5	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
utilizados	VERB	0	10	6	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
por	ADP	0	10	7	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
empresas	NOUN	0	10	8	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
de	ADP	0	10	9	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
grande	ADJ	0	10	10	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
porte	NOUN	0	10	11	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
.	PUNCT	0	10	12	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
Esses	DET	0	10	13	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
sistemas	NOUN	0	10	14	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
armazenam	VERB	1	10	15	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
informações	NOUN	0	10	16	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
financeiras	ADJ	0	10	17	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
,	PUNCT	0	10	18	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
comerciais	ADJ	0	10	19	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
e	CCONJ	0	10	20	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
administrativas	ADJ	0	10	21	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
.	PUNCT	0	10	22	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
9	['DET', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	10	9	1	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
A	DET	0	11	0	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
IBM	PROPN	0	11	1	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
realizou	VERB	0	11	2	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
um	DET	0	11	3	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
evento	NOUN	0	11	4	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
sobre	ADP	0	11	5	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
segurança	NOUN	0	11	6	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
cibernética	ADJ	1	11	7	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
em	ADP	0	11	8	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
Brasília	PROPN	0	11	9	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
.	PUNCT	0	11	10	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
Especialistas	NOUN	1	11	11	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
discutiram	VERB	1	11	12	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
riscos	NOUN	0	11	13	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
,	PUNCT	0	11	14	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
privacidade	NOUN	1	11	15	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
e	CCONJ	0	11	16	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
proteção	NOUN	0	11	17	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
de	ADP	0	11	18	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
dados	NOUN	0	11	19	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
.	PUNCT	0	11	20	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
10	['DET', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]	11	10	1	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
A	DET	0	12	0	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
Meta	NOUN	0	12	1	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
atualizou	VERB	1	12	2	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
recursos	NOUN	0	12	3	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
de	ADP	0	12	4	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
privacidade	NOUN	1	12	5	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
no	ADP	0	12	6	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
WhatsApp	PROPN	1	12	7	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
e	CCONJ	0	12	8	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
no	ADP	0	12	9	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
Instagram	PROPN	1	12	10	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
.	PUNCT	0	12	11	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
As	DET	0	12	12	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
mudanças	NOUN	0	12	13	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
foram	AUX	0	12	14	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
apresentadas	VERB	0	12	15	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
como	ADP	0	12	16	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
forma	NOUN	0	12	17	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
de	SCONJ	0	12	18	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
aumentar	VERB	0	12	19	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
o	DET	0	12	20	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
controle	NOUN	0	12	21	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
dos	ADP	0	12	22	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
usuários	NOUN	0	12	23	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
.	PUNCT	0	12	24	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
11	['DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	12	11	1	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
A	DET	0	13	0	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
Receita	PROPN	1	13	1	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
Federal	PROPN	0	13	2	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
utiliza	VERB	0	13	3	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
sistemas	NOUN	0	13	4	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
digitais	ADJ	0	13	5	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
para	SCONJ	0	13	6	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
processar	VERB	1	13	7	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
informações	NOUN	0	13	8	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
fiscais	ADJ	0	13	9	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
.	PUNCT	0	13	10	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
Esses	DET	0	13	11	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
sistemas	NOUN	0	13	12	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
ajudam	VERB	0	13	13	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
no	ADP	0	13	14	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
controle	NOUN	0	13	15	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
de	ADP	0	13	16	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
declarações	NOUN	0	13	17	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
e	CCONJ	0	13	18	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
pagamentos	NOUN	0	13	19	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
.	PUNCT	0	13	20	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
12	['DET', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	13	12	1	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
A	DET	0	14	0	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
Samsung	PROPN	1	14	1	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
apresentou	VERB	0	14	2	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
novos	ADJ	0	14	3	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
dispositivos	NOUN	0	14	4	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
móveis	ADJ	0	14	5	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
durante	ADP	0	14	6	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
um	DET	0	14	7	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
evento	NOUN	0	14	8	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
em	ADP	0	14	9	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
Seul	PROPN	0	14	10	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
.	PUNCT	0	14	11	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
A	DET	0	14	12	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
empresa	NOUN	0	14	13	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
destacou	VERB	0	14	14	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
melhorias	NOUN	0	14	15	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
em	ADP	0	14	16	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
câmeras	NOUN	0	14	17	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
e	CCONJ	0	14	18	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
desempenho	NOUN	0	14	19	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
.	PUNCT	0	14	20	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
13	['DET', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	14	13	1	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
A	DET	0	15	0	0	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
Apple	PROPN	0	15	1	0	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
