Token	POS-Tag	OOV	Id	Index	Documento
de	ADP	0	9	5	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
gestão	NOUN	0	9	6	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
empresarial	ADJ	0	9	7	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
para	ADP	0	9	8	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
diferentes	DET	0	9	9	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
setores	NOUN	0	9	10	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
.	PUNCT	0	9	11	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
Suas	DET	0	9	12	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
soluções	NOUN	0	9	13	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
são	AUX	0	9	14	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
utilizadas	VERB	0	9	15	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
por	ADP	0	9	16	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
organizações	NOUN	0	9	17	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
no	ADP	0	9	18	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
comércio	NOUN	0	9	19	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
e	CCONJ	0	9	20	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
na	ADP	0	9	21	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
indústria	NOUN	0	9	22	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
.	PUNCT	0	9	23	A empresa Totvs desenvolve sistemas de gestão empresarial para diferentes setores . Suas soluções são utilizadas por organizações no comércio e na indústria .
A	DET	0	10	0	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
Oracle	PROPN	1	10	1	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
oferece	VERB	0	10	2	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
bancos	NOUN	0	10	3	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
de	ADP	0	10	4	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
dados	NOUN	0	10	5	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
utilizados	VERB	0	10	6	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
por	ADP	0	10	7	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
empresas	NOUN	0	10	8	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
de	ADP	0	10	9	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
grande	ADJ	0	10	10	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
porte	NOUN	0	10	11	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
.	PUNCT	0	10	12	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
Esses	DET	0	10	13	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
sistemas	NOUN	0	10	14	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
armazenam	VERB	1	10	15	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
informações	NOUN	0	10	16	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
financeiras	ADJ	0	10	17	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
,	PUNCT	0	10	18	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
comerciais	ADJ	0	10	19	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
e	CCONJ	0	10	20	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
administrativas	ADJ	0	10	21	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
.	PUNCT	0	10	22	A Oracle oferece bancos de dados utilizados por empresas de grande porte . Esses sistemas armazenam informações financeiras , comerciais e administrativas .
A	DET	0	11	0	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
IBM	PROPN	0	11	1	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
realizou	VERB	0	11	2	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
um	DET	0	11	3	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
evento	NOUN	0	11	4	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
sobre	ADP	0	11	5	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
segurança	NOUN	0	11	6	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
cibernética	ADJ	1	11	7	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
em	ADP	0	11	8	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
Brasília	PROPN	0	11	9	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
.	PUNCT	0	11	10	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
Especialistas	NOUN	1	11	11	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
discutiram	VERB	1	11	12	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
riscos	NOUN	0	11	13	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
,	PUNCT	0	11	14	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
privacidade	NOUN	1	11	15	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
e	CCONJ	0	11	16	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
proteção	NOUN	0	11	17	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
de	ADP	0	11	18	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
dados	NOUN	0	11	19	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
.	PUNCT	0	11	20	A IBM realizou um evento sobre segurança cibernética em Brasília . Especialistas discutiram riscos , privacidade e proteção de dados .
A	DET	0	12	0	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
Meta	NOUN	0	12	1	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
atualizou	VERB	1	12	2	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
recursos	NOUN	0	12	3	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
de	ADP	0	12	4	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
privacidade	NOUN	1	12	5	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
no	ADP	0	12	6	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
WhatsApp	PROPN	1	12	7	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
e	CCONJ	0	12	8	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
no	ADP	0	12	9	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
Instagram	PROPN	1	12	10	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
.	PUNCT	0	12	11	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
As	DET	0	12	12	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
mudanças	NOUN	0	12	13	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
foram	AUX	0	12	14	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
apresentadas	VERB	0	12	15	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
como	ADP	0	12	16	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
forma	NOUN	0	12	17	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
de	SCONJ	0	12	18	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
aumentar	VERB	0	12	19	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
o	DET	0	12	20	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
controle	NOUN	0	12	21	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
dos	ADP	0	12	22	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
usuários	NOUN	0	12	23	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
.	PUNCT	0	12	24	A Meta atualizou recursos de privacidade no WhatsApp e no Instagram . As mudanças foram apresentadas como forma de aumentar o controle dos usuários .
A	DET	0	13	0	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
Receita	PROPN	1	13	1	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
Federal	PROPN	0	13	2	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
utiliza	VERB	0	13	3	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
sistemas	NOUN	0	13	4	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
digitais	ADJ	0	13	5	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
para	SCONJ	0	13	6	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
processar	VERB	1	13	7	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
informações	NOUN	0	13	8	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
fiscais	ADJ	0	13	9	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
.	PUNCT	0	13	10	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
Esses	DET	0	13	11	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
sistemas	NOUN	0	13	12	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
ajudam	VERB	0	13	13	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
no	ADP	0	13	14	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
controle	NOUN	0	13	15	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
de	ADP	0	13	16	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
declarações	NOUN	0	13	17	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
e	CCONJ	0	13	18	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
pagamentos	NOUN	0	13	19	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
.	PUNCT	0	13	20	A Receita Federal utiliza sistemas digitais para processar informações fiscais . Esses sistemas ajudam no controle de declarações e pagamentos .
A	DET	0	14	0	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
Samsung	PROPN	1	14	1	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
apresentou	VERB	0	14	2	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
novos	ADJ	0	14	3	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
dispositivos	NOUN	0	14	4	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
móveis	ADJ	0	14	5	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
durante	ADP	0	14	6	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
um	DET	0	14	7	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
evento	NOUN	0	14	8	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
em	ADP	0	14	9	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
Seul	PROPN	0	14	10	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
.	PUNCT	0	14	11	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
A	DET	0	14	12	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
empresa	NOUN	0	14	13	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
destacou	VERB	0	14	14	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
melhorias	NOUN	0	14	15	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
em	ADP	0	14	16	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
câmeras	NOUN	0	14	17	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
e	CCONJ	0	14	18	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
desempenho	NOUN	0	14	19	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
.	PUNCT	0	14	20	A Samsung apresentou novos dispositivos móveis durante um evento em Seul . A empresa destacou melhorias em câmeras e desempenho .
A	DET	0	15	0	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
Apple	PROPN	0	15	1	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
anunciou	VERB	0	15	2	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
atualizações	NOUN	1	15	3	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
para	ADP	0	15	4	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
o	DET	0	15	5	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
iPhone	NOUN	1	15	6	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
durante	ADP	0	15	7	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
uma	DET	0	15	8	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
apresentação	NOUN	0	15	9	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
na	ADP	0	15	10	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
Califórnia	PROPN	0	15	11	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
.	PUNCT	0	15	12	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
A	DET	0	15	13	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
empresa	NOUN	0	15	14	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
também	ADV	0	15	15	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
comentou	VERB	0	15	16	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
avanços	NOUN	0	15	17	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
em	ADP	0	15	18	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
inteligência	NOUN	0	15	19	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
artificial	ADJ	0	15	20	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
.	PUNCT	0	15	21	A Apple anunciou atualizações para o iPhone durante uma apresentação na Califórnia . A empresa também comentou avanços em inteligência artificial .
A	DET	0	16	0	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
Fundação	PROPN	0	16	1	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
Getulio	PROPN	1	16	2	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
Vargas	PROPN	0	16	3	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
publicou	VERB	0	16	4	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
uma	DET	0	16	5	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
análise	NOUN	0	16	6	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
sobre	ADP	0	16	7	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
transformação	NOUN	0	16	8	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
digital	ADJ	0	16	9	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
.	PUNCT	0	16	10	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
O	DET	0	16	11	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
relatório	NOUN	0	16	12	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
avaliou	VERB	1	16	13	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
o	DET	0	16	14	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
impacto	NOUN	0	16	15	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
da	ADP	0	16	16	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
tecnologia	NOUN	0	16	17	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
nas	ADP	0	16	18	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
empresas	NOUN	0	16	19	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
brasileiras	ADJ	0	16	20	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
.	PUNCT	0	16	21	A Fundação Getulio Vargas publicou uma análise sobre transformação digital . O relatório avaliou o impacto da tecnologia nas empresas brasileiras .
A	DET	0	17	0	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
Embraer	PROPN	1	17	1	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
usa	VERB	0	17	2	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
tecnologia	NOUN	0	17	3	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
para	SCONJ	0	17	4	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
desenvolver	VERB	0	17	5	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
aeronaves	NOUN	0	17	6	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
e	CCONJ	0	17	7	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
melhorar	VERB	0	17	8	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
processos	NOUN	0	17	9	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
de	ADP	0	17	10	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
engenharia	NOUN	0	17	11	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
.	PUNCT	0	17	12	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
A	DET	0	17	13	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
empresa	NOUN	0	17	14	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
brasileira	ADJ	0	17	15	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
atua	VERB	0	17	16	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
no	ADP	0	17	17	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
mercado	NOUN	0	17	18	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
internacional	ADJ	0	17	19	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
.	PUNCT	0	17	20	A Embraer usa tecnologia para desenvolver aeronaves e melhorar processos de engenharia . A empresa brasileira atua no mercado internacional .
A	DET	0	18	0	A Universidade Federal do Paraná iniciou um projeto sobre análise de textos . O grupo de pesquisa utiliza Python e bibliotecas de processamento de linguagem natural .
Universidade	PROPN	0	18	1	A Universidade Federal do Paraná iniciou um projeto sobre análise de textos . O grupo de pesquisa utiliza Python e bibliotecas de processamento de linguagem natural .
Federal	PROPN	0	18	2	A Universidade Federal do Paraná iniciou um projeto sobre análise de textos . O grupo de pesquisa utiliza Python e bibliotecas de processamento de linguagem natural .
do	ADP	0	18	3	A Universidade Federal do Paraná iniciou um projeto sobre análise de textos . O grupo de pesquisa utiliza Python e bibliotecas de processamento de linguagem natural .
